"Statistic Label","CensusYear","Age Group","Principal Economic Status","Sex","Detailed Marital Status","UNIT","VALUE"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Both sexes","Separated","Number","5429"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Both sexes","Divorced","Number","3542"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Both sexes","Widowed","Number","2747"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","All marital status","Number","29494"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Single","Number","7371"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Married (first marriage)","Number","16087"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Re-married","Number","847"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Separated","Number","2585"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Divorced","Number","1692"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Male","Widowed","Number","912"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","All marital status","Number","24492"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Single","Number","4420"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Married (first marriage)","Number","12957"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Re-married","Number","586"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Separated","Number","2844"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Divorced","Number","1850"
"Population Aged 15 Years and Over","2011","55 - 64 years","Unable to work due to permanent sickness or disability","Female","Widowed","Number","1835"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","All marital status","Number","1380"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Single","Number","354"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Married (first marriage)","Number","687"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Re-married","Number","44"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Separated","Number","93"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Divorced","Number","85"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Both sexes","Widowed","Number","117"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","All marital status","Number","589"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Single","Number","180"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Married (first marriage)","Number","295"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Re-married","Number","21"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Separated","Number","39"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Divorced","Number","31"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Male","Widowed","Number","23"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","All marital status","Number","791"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Single","Number","174"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Married (first marriage)","Number","392"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Re-married","Number","23"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Separated","Number","54"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Divorced","Number","54"
"Population Aged 15 Years and Over","2011","55 - 64 years","Others not in labour force","Female","Widowed","Number","94"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","All marital status","Number","535393"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Single","Number","75987"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Married (first marriage)","Number","279814"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Re-married","Number","9722"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Separated","Number","13950"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Divorced","Number","8623"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Both sexes","Widowed","Number","147297"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","All marital status","Number","243314"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Single","Number","39346"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Married (first marriage)","Number","154923"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Re-married","Number","6465"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Separated","Number","7342"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Divorced","Number","4291"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Male","Widowed","Number","30947"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","All marital status","Number","292079"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Single","Number","36641"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Married (first marriage)","Number","124891"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Re-married","Number","3257"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Separated","Number","6608"
"Population Aged 15 Years and Over","2011","65 years and over","All persons aged 15 years and over","Female","Divorced","Number","4332"
